mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
170164,Suresh Channabasappa Angadi,Elected,23-05-2019,23-09-2020,Fourth Term,Belgaum,Karnataka,Bharatiya Janata Party,Male,Graduate,"B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum",68,N/A,N/A,N/A,N/A,"This MP was a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170141,Jugal Kishore,Elected,23-05-2019,In Office,Second Term,Jammu,Jammu and Kashmir,Bharatiya Janata Party,Male,Matric,Matriculation,60,53,2,288,0.862348178, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,42.4,0.6,93,0.714979757,Lok Sabha
170252,Unmesh Bhaiyyasaheb Patil,Elected,23-05-2019,In Office,First Term,Jalgaon,Maharashtra,Bharatiya Janata Party,Male,Graduate,"Diploma in Chemical Engineering, B.E. in Chemical Engineering and E-Commerce from Mumbai",45,128,8,419,0.769230769, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170272,Girish Bhalchandra Bapat,Elected,23-05-2019,29-03-2023,First Term,Pune,Maharashtra,Bharatiya Janata Party,Male,Graduate,"B.Com Educated at B.M.C.C. College of Commerce, Pune",73,27,1,367,0.681415929, Data corresponds to the period from 01-06-2019 to 11-08-2023.,41.44616422,1.224559891,173.4916736,0.788702577,51.17878788,2.360606061,321.9656566,0.743384507,Lok Sabha
170328,Santokh Singh Chaudhary,Elected,23-05-2019,14-01-2023,Second Term,Jalandhar,Punjab,Indian National Congress,Male,Graduate,"B.A., L.L.B.",77,19,2,45,0.819512195, Data corresponds to the period from 01-06-2019 to 11-08-2023.,39.74637126,1.224559891,155.6034748,0.788702577,32.84090909,1.136363636,82.14393939,0.703872954,Lok Sabha
170351,Om Birla,Elected,23-05-2019,In Office,Second Term,Kota,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,M.Com,60,N/A,N/A,N/A,N/A,"As a Speaker, this MP does not sign the attendance register and participate in debates and questions. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170372,H. Vasanthakumar,Elected,23-05-2019,28-08-2020,First Term,Kanniyakumari,Tamil Nadu,Indian National Congress,Male,Post Graduate,Master of Arts (Tamil),73,40,2,104,0.875, Data corresponds to the period from 01-06-2019 to 11-08-2023.,16.50967727,0.294307337,49.1508735,0.788702577,18.94197031,0.184210526,56.13967611,0.74654051,Lok Sabha
170411,G. Kishan Reddy,Elected,23-05-2019,In Office,First Term,Secunderabad,Telangana,Bharatiya Janata Party,Male,Diploma Course,"Diploma in Tool Engineering, Educated at Central Institute of Tool Engineering , Balanagar, Hyderabad, Telangana",63,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170400,Asaduddin Owaisi,Elected,23-05-2019,In Office,Fourth Term,Hyderabad,Telangana,All India Majlis-E-Ittehadul Muslimeen,Male,Graduate,"LL.B (London), Bar-At-Law (Lincolns Inn); Educated at Hyderabad Public School, St. Marys Junior College and Nizam College",54,52,3,366,0.696356275, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,22.3125,0.375,205.25,0.710779352,Lok Sabha
170399,Gaddam Ranjith Reddy,Elected,23-05-2019,In Office,First Term,Chelvella,Telangana,Telangana Rashtra Samithi,Male,Post Graduate,"Master in Veterinary Science (MVSc)
Educated at AG Ranga Agricultural University, Rajendra Nagar, Hyderabad, Telangana ",58,36,3,356,0.744939271, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,22.3125,0.375,205.25,0.710779352,Lok Sabha
170022,Ram Mohan Naidu Kinjarapu,Elected,23-05-2019,In Office,Second Term,Srikakulam,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate,M.B.A,35,75,3,258,0.825910931, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170012,Geetha Viswanath Vanga,Elected,23-05-2019,In Office,First Term,Kakinada,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Female,Post Graduate,"M.A. (Politics and Public Administration), M.Sc. (Psychology), Master of Law
Educated at Extension Centre Andhra University, Madras University, (Kakinada) and Nagpur University ",59,74,1,346,0.71659919, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170002,Chinta Anuradha,Elected,23-05-2019,In Office,First Term,Amalapuram,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Female,Graduate,"B.A. Educated at Lalitha Degree College, Osmania University, Hyderabad (now Telangana), Andhra Pradesh",50,32,1,246,0.659919028, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170020,Margani Bharat Ram,Elected,23-05-2019,In Office,First Term,Rajahmundry,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,B.C.A.,41,45,1,253,0.704453441, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170017,Kanumuru Raghu Rama Krishna Raju,Elected,23-05-2019,In Office,First Term,Narsapuram,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"M. Pharma, Educated at Andhra University, Vishakapatnam, Andhra Pradesh",61,69,1,339,0.975708502, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170024,Kesineni Srinivas,Elected,23-05-2019,In Office,Second Term,Vijayawada,Andhra Pradesh,Telugu Desam Party,Male,Matric,Matric,57,25,3,200,0.829959514, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170016,Lavu Sri Krishna Devarayalu,Elected,23-05-2019,In Office,First Term,Narasaraopet,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,Post Graduate (MS) Journalism and Mass Communication,40,74,7,262,0.842105263, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170013,Sanjeev Kumar Ayushman,Elected,23-05-2019,In Office,First Term,Kurnool,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Doctorate,"M.B.B.S., M.S., M.Ch. Educated at Kurnool Medical College, Kurnool, Andhra Pradesh",56,13,6,212,0.692307692, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170004,Talari Rangaiah,Elected,23-05-2019,In Office,First Term,Anantapur,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"Master of Arts Educated at Usmania University Hydrabad, A.P.",53,21,1,211,0.87854251, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170021,P.V. Midhun Reddy,Elected,23-05-2019,In Office,Second Term,Rajampet,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,MBA,45,31,2,312,0.728744939, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,34.72833333,1.04,255.685,0.742416415,Lok Sabha
170028,Kiren Rijiju,Elected,23-05-2019,In Office,Third Term,Arunachal West,Arunachal Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A.,LL.B. 
Educated at Hansraj College and Campus Law Centre, Faculty of Law,
University of Delhi",51,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170030,Abdul Khaleque,Elected,23-05-2019,In Office,First Term,Barpeta,Assam,Indian National Congress,Male,Post Graduate,"M.A. (Double) Educated at Guwahati University, Vinayika Mission University",52,60,8,257,0.910931174, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,26.92307692,1.461538462,157.7692308,0.773902211,Lok Sabha
170039,Dilip Saikia,Elected,23-05-2019,In Office,First Term,Mangaldoi,Assam,Bharatiya Janata Party,Male,Graduate,"B.Com, Educated at Guwahati Commerce College",49,36,3,306,0.79757085, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,26.92307692,1.461538462,157.7692308,0.773902211,Lok Sabha
170040,Pradyut Bordoloi,Elected,23-05-2019,In Office,First Term,Nawgong,Assam,Indian National Congress,Male,Post Graduate,"M.A., M.Phil.,PGDM(M)
Educated at Cotton College, Gauhati University, JNU, New Delhi and Delhi Institute of Management ",64,28,3,235,0.825910931, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,26.92307692,1.461538462,157.7692308,0.773902211,Lok Sabha
170035,Gourav Gogoi,Elected,23-05-2019,In Office,Second Term,Kaliabor,Assam,Indian National Congress,Male,Post Graduate,Post Graduate,40,71,5,224,0.75708502, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,26.92307692,1.461538462,157.7692308,0.773902211,Lok Sabha
170032,Rameswar Teli,Elected,23-05-2019,In Office,Second Term,Dibrugarh,Assam,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary,53,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170068,Sanjay Jaiswal,Elected,23-05-2019,In Office,Third Term,Paschim Champaran,Bihar,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.D. (General Medicine); Educated at Patna Medical College and Darbhanga Medical College",57,92,9,174,0.765182186, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,38.62184874,2.061344538,141.1168067,0.851323711,Lok Sabha
170076,Rama Devi,Elected,23-05-2019,In Office,Fourth Term,Sheohar,Bihar,Bharatiya Janata Party,Female,Graduate,"B.A., LL.B.; S.K.J.Law College, Bihar University, Muzaffarpur and Jaintpur College, Bihar University, Vaishali",74,91,10,250,0.983805668, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,38.62184874,2.061344538,141.1168067,0.851323711,Lok Sabha
170079,Dileshwar Kamait,Elected,23-05-2019,In Office,First Term,Supaul,Bihar,Janata Dal (United),Male,Graduate,"B.A., Personnel Management, Educated at Bhagalpur University, Bhagalpur, Bihar",77,48,4,278,0.995951417, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,38.62184874,2.061344538,141.1168067,0.851323711,Lok Sabha
170060,Mohammad Jawed,Elected,23-05-2019,In Office,First Term,Kishanganj,Bihar,Indian National Congress,Male,Graduate,"M.B.B.S. Government Medical College, Srinagar, J & K",60,46,6,203,0.971659919, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,38.62184874,2.061344538,141.1168067,0.851323711,Lok Sabha
170052,Alok Kumar Suman,Elected,23-05-2019,In Office,First Term,Gopalganj,Bihar,Janata Dal (United),Male,Post Graduate,"M.B.B.S., M.S. (General Surgery), Educated at Patna Medical College, Patna University",66,97,15,246,0.975708502, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,38.62184874,2.061344538,141.1168067,0.851323711,Lok Sabha
170063,Janardan Singh Sigriwal,Elected,23-05-2019,In Office,Second Term,Maharajganj,Bihar,Bharatiya Janata Party,Male,Post Graduate,M.A.,64,87,16,294,0.95951417, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,38.62184874,2.061344538,141.1168067,0.851323711,Lok Sabha
170074,Rajiv Pratap Rudy,Elected,23-05-2019,In Office,Fourth Term,Saran,Bihar,Bharatiya Janata Party,Male,Post Graduate,"B.A. (Hons.) (Eco.), M.A. (Eco.), LL.B., Commercial Pilot Licence Educated at St. Michaels High School, Patna (Bihar), Government College and Panjab University, Chandigarh",61,68,7,234,0.971659919, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,38.62184874,2.061344538,141.1168067,0.851323711,Lok Sabha
170080,Nityanand Rai,Elected,23-05-2019,In Office,Second Term,Ujiarpur,Bihar,Bharatiya Janata Party,Male,Graduate,B.A. (Hons),57,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170047,Giriraj Singh,Elected,23-05-2019,In Office,Second Term,Begusarai,Bihar,Bharatiya Janata Party,Male,Graduate,Graduate,70,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170044,Raj Kumar Singh,Elected,23-05-2019,In Office,Second Term,Arrah,Bihar,Bharatiya Janata Party,Male,Graduate,B.A. LL.B,70,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170049,Ashwini Kumar Choubey,Elected,23-05-2019,In Office,Second Term,Buxar,Bihar,Bharatiya Janata Party,Male,Graduate,B.Sc.(Hons.) Zoology,70,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170045,Sushil Kumar Singh,Elected,23-05-2019,In Office,Fourth Term,Aurangabad,Bihar,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar)",60,82,5,194,0.943319838, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,38.62184874,2.061344538,141.1168067,0.851323711,Lok Sabha
170097,Shripad Yesso Naik,Elected,23-05-2019,In Office,Fifth Term,North Goa,Goa,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at Goa and Bombay University, Mumbai (Maharashtra)",70,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170109,Amit Anil Chandra Shah,Elected,23-05-2019,In Office,First Term,Gandhinagar,Gujarat,Bharatiya Janata Party,Male,Graduate,B.Sc. (Iind Year) Educated at Gujarat University,58,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170099,Patel Hasmukhbhai Somabhai,Elected,23-05-2019,In Office,First Term,Ahmedabad East,Gujarat,Bharatiya Janata Party,Male,Diploma Course,"Diploma in Textile Manufacturing Educated at R.C. Technical Institute, Ahemdabad",62,18,1,132,0.923076923, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,27.92181818,0.758181818,184.4327273,0.863440703,Lok Sabha
170100,Kirit Premjibhai Solanki,Elected,23-05-2019,In Office,Third Term,Ahmedabad West,Gujarat,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.S. and F.I.C.S.; Educated at (i) Smt. N.H.L. Municipal Medial College and K.M. School of Post Graduate Medicine and Research, Sheth V.S. General Hospital , Ahmedabad; (ii) B.J. Medical College and Civil Hospital, Ahmedabad; and (iii) Fellow of",73,99,11,203,0.939271255, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,27.92181818,0.758181818,184.4327273,0.863440703,Lok Sabha
170110,Poonamben Hematbhai Maadam,Elected,23-05-2019,In Office,Second Term,Jamnagar,Gujarat,Bharatiya Janata Party,Female,Graduate,Graduate,48,26,2,261,0.83805668, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,27.92181818,0.758181818,184.4327273,0.863440703,Lok Sabha
170101,Naranbhai Kachhadia,Elected,23-05-2019,In Office,Third Term,Amreli,Gujarat,Bharatiya Janata Party,Male,Under Matric,"Educated at Charkhadiya, Govt. of Primary School",68,78,4,423,0.874493927, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,27.92181818,0.758181818,184.4327273,0.863440703,Lok Sabha
170133,Sunita Duggal,Elected,23-05-2019,In Office,First Term,Sirsa,Haryana,Bharatiya Janata Party,Female,Post Graduate,"Master of Science (Chemistry) Educated at Chaudhary Charan Singh Agriculture University, Hisar",55,47,1,148,0.991902834, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,29.53571429,0.553571429,186.8392857,0.924023628,Lok Sabha
170130,Sanjay Bhatia,Elected,23-05-2019,In Office,First Term,Karnal,Haryana,Bharatiya Janata Party,Male,Graduate,"B.Com.
Educated at I.B. College, Kurukshetra University, Kurukshetra, Haryana",56,15,3,161,0.789473684, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,29.53571429,0.553571429,186.8392857,0.924023628,Lok Sabha
170128,Inderjit Singh Rao,Elected,23-05-2019,In Office,Fifth Term,Gurgaon,Haryana,Bharatiya Janata Party,Male,Graduate,"B.A. (Hons), LL.B., Educated at University of Delhi, Delhi",73,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170127,Krishan Pal,Elected,23-05-2019,In Office,Second Term,Faridabad,Haryana,Bharatiya Janata Party,Male,Graduate,B.A. LL.B.,66,1,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170135,Anurag Singh Thakur,Elected,23-05-2019,In Office,Fourth Term,Hamirpur,Himachal Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at Doaba College, Jalandhar, Punjab",48,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170142,Jamyang Tsering Namgyal,Elected,23-05-2019,In Office,First Term,Ladakh,Jammu and Kashmir,Bharatiya Janata Party,Male,Graduate,"Bachelor of Arts, Educated at University of Jammu, J & K",38,34,1,99,0.829959514, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,42.4,0.6,93,0.714979757,Lok Sabha
170144,Jitendra Singh,Elected,23-05-2019,In Office,Second Term,Udhampur,Jammu and Kashmir,Bharatiya Janata Party,Male,Graduate,MBBS,66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170174,Pralhad Venkatesh Joshi,Elected,23-05-2019,In Office,Fourth Term,Dharwad,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at K.S. Arts College, Hubli",60,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170197,M. K. Raghavan,Elected,23-05-2019,In Office,Third Term,Kozhikode,Kerala,Indian National Congress,Male,Graduate,B.A. History,71,47,11,242,0.825910931, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170202,E. T. Mohammed Basheer,Elected,23-05-2019,In Office,Third Term,Ponnani,Kerala,Indian Union Muslim League,Male,Inter/ Higher Secondary,N/A,77,93,5,204,0.943319838, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170200,V.K. Sreekandan,Elected,23-05-2019,In Office,First Term,Palakkad,Kerala,Indian National Congress,Male,Graduate,"B.A. (History)
Educated at Shobhith University of Meerut",53,56,9,271,0.943319838, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170204,T.N. Prathapan,Elected,23-05-2019,In Office,First Term,Thrissur,Kerala,Indian National Congress,Male,Information Not Available,"Pre-Degree
Educated at S.N. College Nattika, Calicut University, Kerala",63,63,1,283,0.834008097, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170190,Benny Behanan,Elected,23-05-2019,In Office,First Term,Chalakudy,Kerala,Indian National Congress,Male,Graduate,"B.Com., Educated at Sri Sankara College, Kalady, Ernamulam, Kerala",70,58,3,316,0.866396761, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170191,Hibi Eden,Elected,23-05-2019,In Office,First Term,Ernakulam,Kerala,Indian National Congress,Male,Graduate,"B.Com
Educated at S.H.College, Ernakulam, Kerala",40,57,9,299,0.906882591, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170180,Sumalatha Ambareesh,Elected,23-05-2019,In Office,First Term,Mandya,Karnataka,Independent,Female,Inter/ Higher Secondary,Inter,59,22,0,195,0.639676113, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170192,Dean Kuriakose,Elected,23-05-2019,In Office,First Term,Idukki,Kerala,Indian National Congress,Male,Post Graduate,"B.Sc. (Physics), M.A. (Human Rights and Politics), LL.B.
Educated at St. Joseph's College, Moolamattam; Mahatma Gandhi University, Kottayam and Kerala Law Academy Law College, Thiruvananthapuram",42,81,12,259,0.91902834, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170196,Thomas Chazhikadan,Elected,23-05-2019,In Office,First Term,Kottayam,Kerala,Kerala Congress (M),Male,Graduate,"B.Com, Chartered Accountant
Educated at Devamatha College, Kuravilangad, Kottayam, Kerala and Institute of Chartered Accountants of India",70,70,3,195,0.821862348, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170187,A. M. Arif,Elected,23-05-2019,In Office,First Term,Alappuzha,Kerala,Communist Party of India (Marxist),Male,Graduate,"BSc. (Zoology), LLB educated at S.N. College, Cherthala, and Kerala Law Academy, Thiruvananthapuram",59,103,1,217,0.906882591, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170199,Suresh Kodikunnil,Elected,23-05-2019,In Office,Seventh Term,Mavelikkara,Kerala,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala)",61,113,8,280,0.87854251, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170201,Anto Antony,Elected,23-05-2019,In Office,Third Term,Pathanamthitta,Kerala,Indian National Congress,Male,Graduate,"B.A.; Educated at St. Thomas College, Palai",66,57,2,350,0.825910931, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170195,N.K.Premachandran,Elected,23-05-2019,In Office,Fourth Term,Kollam,Kerala,Revolutionary Socialist Party,Male,Graduate,"B.Sc, L.L.B",63,243,18,251,0.906882591, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170203,Shashi Tharoor,Elected,23-05-2019,In Office,Third Term,Thiruvananthapuram,Kerala,Indian National Congress,Male,Doctorate,"Ph.D., D.Litt. (Hons.), M.A., M.A.L.D. and B.A. (Hons.); Educated at St Stephen`s College, New Delhi and Fletcher School of Law and Diplomacy at Tufts University, USA",67,91,13,255,0.947368421, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
