mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
170382,K. Navaskani,Elected,23-05-2019,In Office,First Term,Ramanthapuram,Tamil Nadu,Indian Union Muslim League,Male,Inter/ Higher Secondary,Senior Secondary,44,127,3,250,0.890688259, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,48.38461538,1.51754386,233.8704453,0.74654051,Lok Sabha
170390,Kanimozhi Karunanidhi,Elected,23-05-2019,In Office,First Term,Thoothukkudi,Tamil Nadu,Dravida Munnetra Kazhagam,Female,Post Graduate,M.A. ( Economics),55,63,2,170,0.708502024, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,48.38461538,1.51754386,233.8704453,0.74654051,Lok Sabha
170386,Dhanush M Kumar,Elected,23-05-2019,In Office,First Term,Tenkasi,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Post Graduate,"BE(Agri.), MBA, MS, LLB Educated at Tamil Nadu Agricultural University, Coimbatore and Madurai Kamaraj University",47,119,2,451,0.995951417, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,48.38461538,1.51754386,233.8704453,0.74654051,Lok Sabha
170478,Sanjeev Kumar Balyan,Elected,23-05-2019,In Office,Second Term,Muzaffarnagar,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,Ph.D. in Veterinary Anatomy,51,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170435,Malook Nagar,Elected,23-05-2019,In Office,First Term,Bijnor,Uttar Pradesh,Bahujan Samaj Party,Male,Graduate,"B.Sc. (Biology)
Educated at S.S.V. Degree College, Hapur, Uttar Pradesh",59,485,3,225,0.947368421, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170422,Kunwar Danish Ali,Elected,23-05-2019,In Office,First Term,Amroha,Uttar Pradesh,Bahujan Samaj Party,Male,Post Graduate,"B.Sc. (Hon.), M.A. (Pol. Sc.) Educated at Jamia Millia Islamia University, New Delhi",48,138,2,191,0.979757085, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170473,Rajendra Agrawal,Elected,23-05-2019,In Office,Third Term,Meerut,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at M.M. (P.G.) College, Modi Nagar, Ghaziabad",71,90,6,207,0.971659919, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170426,Satya Pal Singh,Elected,23-05-2019,In Office,Second Term,Baghpat,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.Sc., M.A., M. Phill, Ph.D., M.B.A.",68,43,2,1,0.963562753, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170449,Vijay Kumar Singh,Elected,23-05-2019,In Office,Second Term,Ghaziabad,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,Phd.,72,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170436,Bhola Singh,Elected,23-05-2019,In Office,Second Term,Bulandshahr,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,Graduate,45,28,5,508,0.951417004, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170481,Feroze Varun Gandhi,Elected,23-05-2019,In Office,Third Term,Pilibhit,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc. (Economics); educated at London School of Economics (LSE), London University, UK.",43,5,5,206,0.817813765, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170465,Ajay Misra Teni,Elected,23-05-2019,In Office,Second Term,Kheri,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc., LL.B.",62,56,4,160,0.956140351,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",24.43976303,0.294307337,77.08705717,0.788702577,30.22222222,0.319444444,52.55555556,0.82861928,Lok Sabha
170468,Rajnath Singh,Elected,23-05-2019,In Office,Third Term,Lucknow,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at Gorakhpur University, Uttar Pradesh",72,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170421,Smriti Zubin Irani,Elected,23-05-2019,In Office,First Term,Amethi,Uttar Pradesh,Bharatiya Janata Party,Female,Graduate,"Educated at Holy Child Auxilium, Delhi and School of Correspondence and Continuing Education, University of Delhi, Delhi",47,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170462,Subrata Pathak,Elected,23-05-2019,In Office,First Term,Kannauj,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at P S M Degree College, Kannauj, Uttar Pradesh",44,14,2,253,0.777327935, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170457,Bhanu Pratap Singh Verma,Elected,23-05-2019,In Office,Fifth Term,Jalaun,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., L.L.B. 
Edcated at Bundelkhand University, Jhansi (Uttar Pradesh)",66,31,1,49,0.973684211,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",24.43976303,0.294307337,77.08705717,0.788702577,30.22222222,0.319444444,52.55555556,0.82861928,Lok Sabha
170459,Anurag Sharma,Elected,23-05-2019,In Office,First Term,Jhansi,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"B.Com. (Hons), M. Com., OPM Programme, Educated at Hislop College, Nagpur, Bundelkhand University, U.P. and Harvard Business School, Harvard University",58,42,1,308,0.866396761, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170454,Pushpendra Singh Chandel,Elected,23-05-2019,In Office,Second Term,Hamirpur,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"MA, LLB",49,1138,15,339,0.935222672, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170445,Niranjan Jyoti,Elected,23-05-2019,In Office,Second Term,Fatehpur,Uttar Pradesh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,Intermediate,56,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170464,Vinod Kumar Sonkar,Elected,23-05-2019,In Office,Second Term,Kaushambi,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,B.A.,53,46,3,516,0.740890688, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170420,Ritesh Pandey,Elected,23-05-2019,In Office,First Term,Ambedkar Nagar,Uttar Pradesh,Bahujan Samaj Party,Male,Graduate,"B.A. (International Marketing and Finance)Educated at European Business School, Regent's University, London",42,125,4,206,0.923076923, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170440,Jagdambika Pal,Elected,23-05-2019,In Office,Third Term,Domariyaganj,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Pol. Science, Modern History & Ancient History) & LL.B.; Educated at Awadh University, L.L.B., Gorakhpur University",72,167,12,300,0.991902834, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170453,Ravindra Shyamnarayan,Elected,23-05-2019,In Office,First Term,Gorakhpur,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Com. Educated at Rizavi College, Mumbai",54,77,10,444,0.672064777, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170438,Ramapati Ram Tripathi,Elected,23-05-2019,In Office,First Term,Deoria,Uttar Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"I.S.C. Medical Educated at S.Y.N.A. Aruvedic College, Bhagalpur, Patna University, Bihar",72,26,4,215,0.91902834, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170458,Shyam Singh Yadav,Elected,23-05-2019,In Office,First Term,Jaunpur,Uttar Pradesh,Bahujan Samaj Party,Male,Post Graduate,"B.Sc., M.Sc., LL.B. Educated at University of Allahabad, Uttar Pradesh",69,51,5,181,0.971659919, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170437,Mahendra Nath Pandey,Elected,23-05-2019,In Office,Second Term,Chandauli,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A., PhD. (Hindi), Master of Journalism",65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170334,Balak Nath,Elected,23-05-2019,In Office,First Term,Alwar,Rajasthan,Bharatiya Janata Party,Male,Matric,Matric,39,13,0,220,0.789473684, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,74.14285714,2.714285714,252.5714286,0.906497012,Lok Sabha
170495,Narendra Modi,Elected,23-05-2019,In Office,Second Term,Varanasi,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,Post Graduate,72,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170434,Ramesh Chand,Elected,23-05-2019,In Office,First Term,Bhadohi,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,B.A.M.S.,49,6,2,61,0.914979757, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,54.95293927,1.267480488,137.1278932,0.82861928,Lok Sabha
170517,Raju Bista,Elected,23-05-2019,In Office,First Term,Darjeeling,West Bengal,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Presidency College, Motbung Manipur University",37,88,1,210,0.898785425, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.19658606,0.628662873,129.3326814,0.658292056,Lok Sabha
170505,Sukanta Majumdar,Elected,23-05-2019,In Office,First Term,Balurghat,West Bengal,Bharatiya Janata Party,Male,Doctorate,"M.Sc., B.Ed., Ph.D. (Botany)",43,39,7,600,0.712550607, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.19658606,0.628662873,129.3326814,0.658292056,Lok Sabha
170504,Adhir Ranjan Chowdhury,Elected,23-05-2019,In Office,Fifth Term,Baharampur,West Bengal,Indian National Congress,Male,Under Matric,"Educated at I.C. Institute, Berhampore, West Bengal",67,208,5,69,0.910931174, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.19658606,0.628662873,129.3326814,0.658292056,Lok Sabha
170519,Saugata Roy,Elected,23-05-2019,In Office,Fourth Term,Dum Dum,West Bengal,All India Trinamool Congress,Male,Post Graduate,"M.Sc., LL.B.; Jogesh Chandra Law College, Kolkata-33",76,178,3,325,0.825910931, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.19658606,0.628662873,129.3326814,0.658292056,Lok Sabha
170521,Locket Chatterjee,Elected,23-05-2019,In Office,First Term,Hooghly,West Bengal,Bharatiya Janata Party,Female,Graduate,B.Sc. Educated at Jogmaya Devi College,48,40,2,258,0.87854251, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.19658606,0.628662873,129.3326814,0.658292056,Lok Sabha
170502,Aparupa Poddar (Afrin Ali),Elected,23-05-2019,In Office,Second Term,Arambagh,West Bengal,All India Trinamool Congress,Female,Post Graduate,"LLB, MA (English)",37,84,6,126,0.765182186, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.19658606,0.628662873,129.3326814,0.658292056,Lok Sabha
170522,Prasun Banerjee,Elected,23-05-2019,In Office,Third Term,Howrah,West Bengal,All India Trinamool Congress,Male,Graduate,B.Sc.,68,19,0,82,0.744939271, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.19658606,0.628662873,129.3326814,0.658292056,Lok Sabha
170094,Renuka Singh Saruta,Elected,23-05-2019,In Office,First Term,Surguja,Chhattisgarh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,Higher Secondary,59,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170149,Nishikant Dubey,Elected,23-05-2019,In Office,Third Term,Godda,Jharkhand,Bharatiya Janata Party,Male,Post Graduate,"B.A. (H), M.B.A.; Educated at Marwari College Bhagalpur (Bihar) and F.M.S. Delhi University (Delhi)",54,177,19,329,0.951417004, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,49.22435897,3.769230769,220.0705128,0.844596699,Lok Sabha
170145,Sunil Kumar Singh,Elected,23-05-2019,In Office,Second Term,Chatra,Jharkhand,Bharatiya Janata Party,Male,Post Graduate,"M.B.A., M.A. (Sociology)",61,63,13,394,0.927125506, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,49.22435897,3.769230769,220.0705128,0.844596699,Lok Sabha
170151,Bidyut Baran Mahato,Elected,23-05-2019,In Office,Second Term,Jamshedpur,Jharkhand,Bharatiya Janata Party,Male,Inter/ Higher Secondary,I. Sc.,60,77,2,581,0.886639676, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,49.22435897,3.769230769,220.0705128,0.844596699,Lok Sabha
170152,Arjun Munda,Elected,23-05-2019,In Office,Second Term,Khunti,Jharkhand,Bharatiya Janata Party,Male,Graduate,"Graduate, Diploma in Social Science; Educated at IGNOU",55,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170155,Vishnu Dayal Ram,Elected,23-05-2019,In Office,Second Term,Palamu,Jharkhand,Bharatiya Janata Party,Male,Graduate,B.A. (Hons),72,71,7,290,0.87854251, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,49.22435897,3.769230769,220.0705128,0.844596699,Lok Sabha
170150,Jayant Sinha,Elected,23-05-2019,In Office,Second Term,Hazaribagh,Jharkhand,Bharatiya Janata Party,Male,Post Graduate,"Bachelor of Technology (IIT, Delhi), M.Sc. (University of Pennsylvania), M.B.A. (Harvard Business School)",60,33,5,238,0.898785425, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,49.22435897,3.769230769,220.0705128,0.844596699,Lok Sabha
170497,Tirath Singh Rawat,Elected,23-05-2019,In Office,First Term,Garhwal,Uttarakhand,Bharatiya Janata Party,Male,Post Graduate,"M.A. Sociology, Diploma Course in Patrakarita Educated at H.N.B. Garhwal University, Sri Nagar",59,42,4,51,0.91902834, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,28.25,1.75,66,0.890930623,Lok Sabha
170499,Ajay Bhatt,Elected,23-05-2019,In Office,First Term,Nainital-Udhamsingh Nagar,Uttarakhand,Bharatiya Janata Party,Male,Graduate,"BA, LLB Educated at Kumaoun University Nanital and Constituent College Almora",62,47,3,45,0.98245614,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",24.43976303,0.294307337,77.08705717,0.788702577,24,1.25,36.25,0.890930623,Lok Sabha
170001,Kuldeep Rai Sharma,Elected,23-05-2019,In Office,First Term,Andaman and Nicobar Islands,Andaman and Nicobar Islands,Indian National Congress,Male,Graduate,"BE Mechanical, MOT Educated at Jadavpur University and Garden Reach Shipbuilders & Engineers Ltd. (GRSE), Kolkata",55,820,9,560,0.688259109, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,820,9,560,0.688259109,Lok Sabha
170292,Gautam Gambhir,Elected,23-05-2019,In Office,First Term,East Delhi,Delhi,Bharatiya Janata Party,Male,Inter/ Higher Secondary,12th Higher Secondary,41,3,1,97,0.627530364, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,33,2.5,170.8333333,0.796827233,Lok Sabha
170297,Parvesh Sahib Singh Verma,Elected,23-05-2019,In Office,Second Term,West Delhi,Delhi,Bharatiya Janata Party,Male,Post Graduate,M.B.A.,45,41,12,251,0.943319838, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,33,2.5,170.8333333,0.796827233,Lok Sabha
170296,Ramesh Bidhuri,Elected,23-05-2019,In Office,Second Term,South Delhi,Delhi,Bharatiya Janata Party,Male,Graduate,"B.Com., LL.B.",62,65,2,167,0.931174089, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,33,2.5,170.8333333,0.796827233,Lok Sabha
170329,Jasbir Singh,Elected,23-05-2019,In Office,First Term,Khadoor Sahib,Punjab,Indian National Congress,Male,Certificate Course,"Giani, Educated at Guru Nanak Dev University",0,69,2,94,0.931174089, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,35.12878788,1.303030303,99.68939394,0.703872954,Lok Sabha
170023,Balli Durga Prasad Rao,Elected,23-05-2019,16-09-2020,First Term,Tirupati,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"B.Com., B.L., Educated at S.V. University, Tirupathi, Andhra Pradesh",67,11,0,46,0.7875, Data corresponds to the period from 01-06-2019 to 11-08-2023.,17.29395146,0.294307337,51.77788963,0.788702577,13.68,N/A,54.96,0.742416415,Lok Sabha
170082,Baidyanath Prasad Mahto,Elected,23-05-2019,28-02-2020,Second Term,Valmiki Nagar,Bihar,Janata Dal (United),Male,Matric,"Educated at H.S. Bathanaha, West Champaran (Bihar)",76,3,0,10,0.65, Data corresponds to the period from 01-06-2019 to 11-08-2023.,13.60022053,0.294307337,38.35409281,0.788702577,12.83781513,0.461344538,31.71764706,0.851323711,Lok Sabha
170125,Rattan Lal Kataria,Elected,23-05-2019,18-05-2023,Third Term,Ambala,Haryana,Bharatiya Janata Party,Male,Post Graduate,"B.A. (Hons. in Political Science), M.A., LL.B.; Educated at Kurukshetra University, Kurukshetra and S.D. College, Ambala Cantt. (Haryana)",71,30,0,87,0.99137931,"This MP was a minister from May 30, 2019 to July 07, 2021. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",17.10598625,0.930252554,99.08926373,0.788702577,15.25,0.125,107.125,0.924023628,Lok Sabha
170137,Ram Swaroop Sharma,Elected,23-05-2019,17-03-2021,Second Term,Mandi,Himachal Pradesh,Bharatiya Janata Party,Male,Matric,10th Class,65,11,0,5,0.981308411, Data corresponds to the period from 01-06-2019 to 11-08-2023.,22.67911394,0.294307337,71.94304095,0.788702577,7.666666667,N/A,6.333333333,0.861488278,Lok Sabha
170198,P.K. Kunhalikutty,Elected,23-05-2019,03-02-2021,Second Term,Malappuram,Kerala,Indian Union Muslim League,Male,Diploma Course,"B.com., Diploma in Business Management, Educated at Aligarh Muslim University",72,25,0,58,0.723404255, Data corresponds to the period from 01-06-2019 to 11-08-2023.,19.501866,0.294307337,59.62828811,0.788702577,34.25,0.7,87.4,0.835984631,Lok Sabha
170222,Nandkumar Singh Chouhan (Nandu Bhaiya),Elected,23-05-2019,02-03-2021,Sixth Term,Khandwa,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A.
Educated at Seva Sadan Mahavidyalaya, Burhanpur",70,7,0,7,0.666666667, Data corresponds to the period from 01-06-2019 to 11-08-2023.,21.22162407,0.294307337,65.88433649,0.788702577,16.69230769,0.153846154,43.26923077,0.855004628,Lok Sabha
170246,Balubhau Dhannorkar,Elected,23-05-2019,30-05-2023,First Term,Chandrapur,Maharashtra,Indian National Congress,Male,Information Not Available,Information Not Available,48,37,0,281,0.652173913, Data corresponds to the period from 01-06-2019 to 11-08-2023.,41.54574929,1.224559891,176.1763209,0.788702577,51.27181113,2.360606061,327.3842612,0.743384507,Lok Sabha
170332,Bhagwant Mann,Elected,23-05-2019,14-03-2022,Second Term,Sangrur,Punjab,Aam Aadmi Party,Male,Graduate,B.Com II Year,49,41,0,43,0.540880503, Data corresponds to the period from 01-06-2019 to 11-08-2023.,30.80750105,0.747723486,115.4451793,0.788702577,24.65909091,0.25,67.75,0.703872954,Lok Sabha
170484,Mohammad Azam Khan,Elected,23-05-2019,22-03-2022,First Term,Rampur,Uttar Pradesh,Samajwadi Party,Male,Information Not Available,Information Not Available,75,5,0,11,0.280487805, Data corresponds to the period from 01-06-2019 to 11-08-2023.,32.25355914,0.747723486,119.793727,0.788702577,39.41625207,0.662728027,81.40630182,0.82861928,Lok Sabha
170527,Pratima Mondal,Elected,23-05-2019,In Office,Second Term,Jaynagar,West Bengal,All India Trinamool Congress,Female,Post Graduate,"M.A., B.Ed.",57,79,0,138,0.801619433, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.19658606,0.628662873,129.3326814,0.658292056,Lok Sabha
170095,Mohanbhai Delkar,Elected,23-05-2019,22-02-2021,Seventh Term,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Independent,Male,Graduate,B.A.,60,24,0,14,0.87254902, Data corresponds to the period from 01-06-2019 to 11-08-2023.,21.22162407,0.294307337,65.88433649,0.788702577,24,N/A,14,0.742308993,Lok Sabha
170397,Soyam Bapu Rao,Elected,23-05-2019,In Office,First Term,Adilabad,Telangana,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Intermediate, Teacher Training Certificate Educated at K.B. Complex Utnoor and Bukkapatnam, Ananthpur",54,10,0,29,0.825910931, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,22.3125,0.375,205.25,0.710779352,Lok Sabha
170410,Venkatesh Netha Borlakunta,Elected,23-05-2019,In Office,First Term,Peddapalle,Telangana,Telangana Rashtra Samithi,Male,Doctorate,"M.Com, LL.M, Ph.D. Educated at Osmania University, Hyderabad, Telangana",47,5,0,240,0.619433198, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,22.3125,0.375,205.25,0.710779352,Lok Sabha
170401,Sanjay Kumar Bandi,Elected,23-05-2019,In Office,First Term,Karimnagar,Telangana,Bharatiya Janata Party,Male,Post Graduate,M.A. (Public Admn.) Educated at Madurai Kamraj University,52,6,0,57,0.740890688, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,22.3125,0.375,205.25,0.710779352,Lok Sabha
170409,Arvind Dharmapuri,Elected,23-05-2019,In Office,First Term,Nizamabad,Telangana,Bharatiya Janata Party,Male,Post Graduate,M.A.(Political Science) Educated at Janaradhan Rai Nagar Rajasthan Vidyapeeth,46,5,0,92,0.874493927, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,22.3125,0.375,205.25,0.710779352,Lok Sabha
170413,Bheemrao B. Patil,Elected,23-05-2019,In Office,Second Term,Zahirabad,Telangana,Telangana Rashtra Samithi,Male,Graduate,B.Sc. (Agriculture),67,62,0,264,0.801619433, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,22.3125,0.375,205.25,0.710779352,Lok Sabha
170406,Kotha Prabhakar Reddy,Elected,23-05-2019,In Office,Second Term,Medak,Telangana,Telangana Rashtra Samithi,Male,Graduate,"B.A., Govt. Degree College, Siddipet, Medak. A.P. from Osmania University",57,35,0,332,0.526315789, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,22.3125,0.375,205.25,0.710779352,Lok Sabha
170405,Anumula Revanth Reddy,Elected,23-05-2019,In Office,First Term,Malkajgiri,Telangana,Indian National Congress,Male,Graduate,"B.A. Educated at A.V. College, Osmania University, Hyderabad, Telangana",55,17,0,197,0.663967611, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,22.3125,0.375,205.25,0.710779352,Lok Sabha
